"subject" "activity" "TimeDomainBodyAccMagMean" "TimeDomainBodyAccMagSTD" "TimeDomainGravityAccMagMean" "TimeDomainGravityAccMagSTD" "TimeDomainBodyAccJerkMagMean" "TimeDomainBodyAccJerkMagSTD" "TimeDomainBodyGyroMagMean" "TimeDomainBodyGyroMagSTD" "TimeDomainBodyGyroJerkMagMean" "TimeDomainBodyGyroJerkMagSTD" "FreqDomainBodyAccMagMean" "FreqDomainBodyAccMagSTD" "FreqDomainBodyAccJerkMagMean" "FreqDomainBodyAccJerkMagSTD" "FreqDomainBodyGyroMagMean" "FreqDomainBodyGyroMagSTD" "FreqDomainBodyGyroJerkMagMean" "FreqDomainBodyGyroJerkMagSTD" "TimeDomainBodyAccMean" "TimeDomainBodyAccSTD" "TimeDomainGravityAccMean" "TimeDomainGravityAccSTD" "TimeDomainBodyAccJerkMean" "TimeDomainBodyAccJerkSTD" "TimeDomainBodyGyroMean" "TimeDomainBodyGyroSTD" "TimeDomainBodyGyroJerkMean" "TimeDomainBodyGyroJerkSTD" "FreqDomainBodyAccMean" "FreqDomainBodyAccSTD" "FreqDomainBodyAccJerkMean" "FreqDomainBodyAccJerkSTD" "FreqDomainBodyGyroMean" "FreqDomainBodyGyroSTD"
2 "WALKING_DOWNSTAIRS" 0.0899511204978723 0.215586334889362 0.0899511204978723 0.215586334889362 0.00565516335106383 0.22961718512766 -0.162188586930426 -0.274844110531915 -0.410872671489362 -0.343187875404255 0.293424826591489 -0.0214787881723404 0.222247409576596 0.227480732542553 -0.320838543553191 -0.372576755361702 -0.380175306489362 -0.343698985425532 0.0460469966148936 0.068803520777305 0.164054076207092 -0.937289532765957 0.028608618992695 -0.0220149551319149 -0.00786561209503546 -0.33864892098156 -0.057091285764539 -0.310534537421986 0.0866318100304965 0.00868189950992908 -0.0123896264191489 -0.092478337193617 -0.198394756004965 -0.420385695638298
2 "WALKING_UPSTAIRS" -0.107322679520833 -0.205977045295833 -0.107322679520833 -0.205977045295833 -0.321268911041667 -0.21738939458125 -0.219713472958333 -0.377532167604167 -0.572816438541667 -0.597291719166667 -0.14531853915625 -0.36672824375 -0.189511136902083 -0.2604238389625 -0.450612184791667 -0.438620401875 -0.60079849625 -0.621820202916667 0.0244129258901389 -0.102823382596528 0.0595380964111111 -0.912059750138889 0.0280741226879861 -0.345172397733333 -0.00698072367708333 -0.356515729101389 -0.0566023063805556 -0.525980553958333 -0.179266153551458 -0.110082370565972 -0.323069878258333 -0.411353523194444 -0.356110274472222 -0.384729935354167
3 "LAYING" -0.972791346129032 -0.964218176451613 -0.972791346129032 -0.964218176451613 -0.979484593387097 -0.976121297903226 -0.951564751451613 -0.954275110967742 -0.98671362516129 -0.983139255645161 -0.96552427516129 -0.968350217419355 -0.975949597903226 -0.975305377903226 -0.96458672483871 -0.955441855806452 -0.984278251290323 -0.982568158064516 0.0517535655768817 -0.969508406182796 0.361325602258065 -0.976174162204301 0.0288096516559113 -0.977227734139785 0.0151105970454301 -0.971774671612903 -0.0692518484569892 -0.983476555483871 -0.970055911182796 -0.970354937795699 -0.976129220107527 -0.979292844462366 -0.970202968655914 -0.973425261129032
3 "SITTING" -0.895383350192308 -0.8703017 -0.895383350192308 -0.8703017 -0.969080752884615 -0.966550084230769 -0.919354372307692 -0.925518103807692 -0.977998051923077 -0.976772675961538 -0.904185725576923 -0.874626592115385 -0.965888891730769 -0.966568852884615 -0.946664943653846 -0.925449629 -0.977898105576923 -0.976689802692308 0.0517788934634615 -0.900912702820513 0.389140982107628 -0.919661261474359 0.0237005498240385 -0.967586782435897 -0.00658870855923077 -0.945567683397436 -0.0662349579690385 -0.974978161730769 -0.926683372564103 -0.895194666666667 -0.96665539474359 -0.969968288012821 -0.949564048846154 -0.946085400705128
3 "STANDING" -0.925430819016393 -0.915143303606557 -0.925430819016393 -0.915143303606557 -0.959303840327869 -0.948770043278689 -0.892089349344262 -0.88212522147541 -0.962339339672131 -0.957679766885246 -0.926968932295082 -0.921836076557377 -0.948627467704918 -0.94820681442623 -0.913682362622951 -0.883439718032787 -0.960331717868852 -0.957121510491803 0.0546957117129945 -0.923870288415301 0.219352918316393 -0.955869109071038 0.0249116397774863 -0.957277636666667 -0.00554886449781421 -0.913538309071038 -0.0627950198786885 -0.955888134043716 -0.935902166174863 -0.922388963497268 -0.956779911256831 -0.96003847284153 -0.918388654153005 -0.91495181989071
3 "WALKING" -0.254690333275862 -0.328428936551724 -0.254690333275862 -0.328428936551724 -0.280009317413793 -0.139916355325862 -0.466411754137931 -0.561510683275862 -0.566135217931034 -0.567371560862069 -0.290031535172414 -0.456373080862069 -0.186764516965517 -0.0898519904044828 -0.569755772241379 -0.632643292931034 -0.607751646034483 -0.549087007931034 0.0485719392736782 -0.272560928518391 0.178804173028736 -0.96407300862069 0.0286370302725862 -0.281042573228161 -0.00740233957011494 -0.537453077298851 -0.0614629639185632 -0.520558350172414 -0.2700968405 -0.308768695724713 -0.31978009604023 -0.281913576253506 -0.472499415517241 -0.576635477126437
3 "WALKING_DOWNSTAIRS" -0.0628126118283674 -0.0411340078469388 -0.0628126118283674 -0.0411340078469388 -0.205239246653061 -0.0926324494530612 -0.215294501244898 -0.245794699346939 -0.508567577142857 -0.583919211020408 0.0289413195612245 -0.233849422120408 -0.049477977322449 -0.159102288018367 -0.332376629371429 -0.322440827020408 -0.576277199387755 -0.624910820612245 0.0523094112842857 -0.150933555112925 0.202625271809524 -0.932033238367347 0.0271708088619728 -0.256325147421769 -0.00722744749795918 -0.41690052317483 -0.0528820904122449 -0.447078637605442 -0.151441197204082 -0.18829570254966 -0.251889568585034 -0.308898737677803 -0.324875733185714 -0.469963061506803
3 "WALKING_UPSTAIRS" -0.184014895 -0.333597432542373 -0.184014895 -0.333597432542373 -0.436901159491525 -0.439020591694915 -0.347321812220339 -0.408886653186441 -0.658861401355932 -0.718028040338983 -0.315866079491525 -0.447994369152542 -0.412920898474576 -0.48060920220339 -0.514211583728814 -0.445181802430508 -0.716877778644068 -0.740033436271186 0.0394480228583051 -0.223749986785876 0.112579442372881 -0.921112149435028 0.034411193159096 -0.472865564451412 -0.0151723350016949 -0.510369804514124 -0.0684553026570622 -0.61882628299435 -0.325102718537853 -0.214723375206215 -0.479840462603333 -0.497781299067797 -0.482337850531073 -0.533988196045198
4 "LAYING" -0.954557603148148 -0.931292216611111 -0.954557603148148 -0.931292216611111 -0.970095771666667 -0.960786430740741 -0.930236462592593 -0.947031781666667 -0.985068502037037 -0.982698213703704 -0.939389701296296 -0.937187975962963 -0.96228712537037 -0.958037119259259 -0.961556660185185 -0.947100325185185 -0.983609073333333 -0.982543631666667 0.045955960187037 -0.95285836537037 0.278677250864198 -0.955731070185185 0.0313240035433519 -0.966341417901235 0.0224920075148148 -0.965428489691358 -0.0714528499135803 -0.981974731296296 -0.955063243641975 -0.953666768950617 -0.965965258024691 -0.968235803518519 -0.966956946049383 -0.965694902098765
4 "SITTING" -0.93569482 -0.9144078448 -0.93569482 -0.9144078448 -0.9701322836 -0.9625491104 -0.9260633138 -0.928898293 -0.9804904618 -0.9758066902 -0.929002095 -0.9198157096 -0.9625007338 -0.9615845194 -0.9487697524 -0.9288505544 -0.9765477634 -0.9762617538 0.0528335396273333 -0.93424563956 0.397015342472298 -0.955027217753333 0.018480603877 -0.966792355866667 -0.01257441262 -0.9521907134 -0.0625981031344 -0.9743819736 -0.945009724466667 -0.932791618466667 -0.965433003 -0.9699231728 -0.953983391933333 -0.9534406268
4 "STANDING" -0.906478051785714 -0.890976683392857 -0.906478051785714 -0.890976683392857 -0.963370738392857 -0.958159482142857 -0.900982100535714 -0.885144317678571 -0.967614073928571 -0.964282784285714 -0.917614014821429 -0.895340042142857 -0.956139283571429 -0.96003249875 -0.914209165714286 -0.887194404285714 -0.964471139464286 -0.9664302175 0.05828438145125 -0.911799499047619 0.349063570363095 -0.929975531994048 0.0148045639970655 -0.961331806964286 -0.00563538059047619 -0.922970053333333 -0.066086321355119 -0.96122702422619 -0.931563391964286 -0.907890745720238 -0.959527849345238 -0.965337179345238 -0.925579354166667 -0.924980755119048
4 "WALKING" -0.312050574166667 -0.527679103166667 -0.312050574166667 -0.527679103166667 -0.366700879833333 -0.316918956 -0.49779220106 -0.553116111166667 -0.6813040365 -0.7301463685 -0.450804558333333 -0.651172628166667 -0.318587811 -0.320458701 -0.609285588016667 -0.593937200833333 -0.724327420666667 -0.757768081166667 0.0507796675941667 -0.368636504978333 0.335303260977778 -0.971585942611111 0.0268470843888889 -0.423199708871667 -0.00797368917205556 -0.609639659277778 -0.069928563555 -0.646738378888889 -0.402374851313333 -0.381077568632833 -0.455809466955556 -0.426528388694444 -0.5544085755 -0.637921001444444
4 "WALKING_DOWNSTAIRS" -0.0491616726733333 -0.0819559041111111 -0.0491616726733333 -0.0819559041111111 -0.228851413747333 -0.216858921977778 -0.3466062928 -0.3805726254 -0.592843014888889 -0.637079543555556 -0.01907433524 -0.263644030288889 -0.175295286557778 -0.280426776955556 -0.429213369555556 -0.457674088 -0.621752455777778 -0.685470931777778 0.0544619321496296 -0.22886358415963 0.344787130086667 -0.94169290562963 0.0318442331244444 -0.306216330143778 -0.0379924894288889 -0.522726344281481 -0.0587518027933333 -0.512877936125926 -0.23217643957037 -0.265405264859259 -0.30616396926963 -0.35143983036 -0.425383738300741 -0.576031946540741
4 "WALKING_UPSTAIRS" -0.153703935357692 -0.212012300480769 -0.153703935357692 -0.212012300480769 -0.400922254807692 -0.437261477884615 -0.299779407884615 -0.510974134423077 -0.686978374423077 -0.755270457692308 -0.276825498230769 -0.301005898461538 -0.397406285 -0.497324087307692 -0.575794072115385 -0.552489628846154 -0.740749226346154 -0.794209483076923 0.041558937212859 -0.21458691037141 0.265829182698718 -0.933830235961538 0.0276339662153846 -0.462842171519231 0.012603578624359 -0.455475886794872 -0.0809241934224359 -0.643542047115385 -0.31208438485 -0.206587160915705 -0.468738922927308 -0.491353263532051 -0.468714977051282 -0.465968828333333
5 "LAYING" -0.966777882884615 -0.958612786346154 -0.966777882884615 -0.958612786346154 -0.980141253846154 -0.977477145384615 -0.946938300576923 -0.958287921923077 -0.9864194225 -0.98377138 -0.962234984038462 -0.962525369423077 -0.977356379807692 -0.976381934807692 -0.968257068846154 -0.959263063269231 -0.984618025769231 -0.983434493076923 0.0506975031923077 -0.96793087974359 0.245021480128205 -0.969578678333333 0.0297501397075641 -0.977762553846154 0.0193766353255769 -0.972503284679487 -0.0711299287596154 -0.985620443076923 -0.970389641346154 -0.967915090512821 -0.977089510897436 -0.979334483141026 -0.972416695320513 -0.973756436282051
5 "SITTING" -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454545 -0.973848287045455 -0.970392610454546 -0.936290604545455 -0.925669291136364 -0.964440302272727 -0.966545323409091 -0.944760322045455 -0.934746865454545 -0.971598370227273 -0.970675403409091 0.0517510013363636 -0.937124961098485 0.397394608491667 -0.956029840310606 0.0251853678592727 -0.967142546969697 -0.0144634945916667 -0.952309163409091 -0.0610721793878788 -0.968783145378788 -0.948316588181818 -0.9355752942 -0.966587923863636 -0.969005773106061 -0.950193679015152 -0.954769439166667
5 "STANDING" -0.906104701071429 -0.87977380125 -0.906104701071429 -0.87977380125 -0.956863566071429 -0.942962047678571 -0.900671630714286 -0.867041711785714 -0.958405900892857 -0.947970723571429 -0.9046413925 -0.886745170714286 -0.941825903035714 -0.943601960178571 -0.904543921607143 -0.868913993928571 -0.952286438035714 -0.946196462857143 0.0577897032170833 -0.902453016964286 0.353372336354762 -0.940223548392857 0.019339287236369 -0.952565446607143 -0.00472137295755952 -0.917201627380952 -0.0581193131160714 -0.949287709583333 -0.923460358988095 -0.898944324875 -0.950956056845238 -0.956684607559524 -0.918742054464286 -0.920476027797619
5 "WALKING" -0.158338674394643 -0.377178733392857 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625 -0.304992488892857 -0.519636926071429 -0.269481661080357 -0.305685376071429 -0.484262828928571 -0.589741506785714 -0.548053574821429 -0.455665300892857 0.0509385126791488 -0.224790522558929 0.291553636933929 -0.968504886726191 0.0227842297230357 -0.335608695352381 -0.0121206550127381 -0.438066714285714 -0.0606882494130952 -0.362267357006548 -0.256191106857738 -0.245991543144643 -0.372168992056786 -0.336447225207738 -0.366582499690476 -0.484147748630952
5 "WALKING_DOWNSTAIRS" 0.211138853638298 0.205422375957447 0.211138853638298 0.205422375957447 -0.0637528559361702 -0.0292570509829787 -0.218029835319149 -0.360678305253192 -0.39719562106383 -0.450303212340426 0.155742168808511 0.0428533623276596 0.00918394264170213 -0.089735699787234 -0.349338414731915 -0.484141274255319 -0.453697247021277 -0.487128422553191 0.0615743070453901 0.0133059170843972 0.305856437248632 -0.930015697446809 0.0482507300950355 -0.147682952079433 -0.0194730569425532 -0.365883345468085 -0.0736481202216312 -0.320105150461702 -0.0656933370496454 0.00332795406312057 -0.195194819013475 -0.149983377475745 -0.237334401482766 -0.440399634468085
5 "WALKING_UPSTAIRS" 0.0435562021989362 -0.136736383765957 0.0435562021989362 -0.136736383765957 -0.247403476914894 -0.310186545957447 -0.235516929306383 -0.354687870212766 -0.47348816787234 -0.557988065531915 -0.169261525 -0.254091927148936 -0.264674938957447 -0.378616675957447 -0.392564530851064 -0.440445051914894 -0.571344138723404 -0.572485019787234 0.0428203468282269 -0.0565467657652482 0.215891909773262 -0.925170422907801 0.0226554771369504 -0.329097403070922 -0.0117440525680851 -0.383046473950355 -0.0841696014003546 -0.406407209758865 -0.182021900326241 -0.042985741529078 -0.364420285326241 -0.333154902339007 -0.306675178766667 -0.428516660070922
6 "LAYING" -0.918878850824561 -0.897326245964912 -0.918878850824561 -0.897326245964912 -0.954750504912281 -0.950341934385965 -0.908980174736842 -0.920914497017544 -0.955645738245614 -0.953157001578947 -0.91235165222807 -0.905373979824561 -0.948655471052632 -0.951552664035088 -0.930153639473684 -0.928694890175439 -0.953695957368421 -0.955504654561404 0.0350946775719298 -0.927970116263158 0.21858388148655 -0.925013001754386 0.0328303586681871 -0.953220534795322 0.0213077468385965 -0.946051684385965 -0.0751517293389474 -0.952606499824561 -0.933621985964912 -0.92872630327076 -0.952513900584795 -0.955968051052632 -0.936615975614035 -0.951555616959064
6 "SITTING" -0.949543531272727 -0.931572655636364 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.932703812181818 -0.921259472727273 -0.962929227818182 -0.950150571818182 -0.935750391272727 -0.939547202909091 -0.948348653636364 -0.947304700363636 -0.929725679272727 -0.929549141636364 -0.952034566 -0.951196693454545 0.0506865324054545 -0.943214720606061 0.357159255654061 -0.968408065454545 0.0272373326137576 -0.957882038363636 -0.0139059859733333 -0.947059692484848 -0.0578728178455758 -0.954761067454545 -0.946471311818182 -0.944632238787879 -0.957436028909091 -0.960001788181818 -0.93943122969697 -0.951878438242424
6 "STANDING" -0.945022876491228 -0.939310249649123 -0.945022876491228 -0.939310249649123 -0.967102436140351 -0.956099145964912 -0.939404744385965 -0.915891572982456 -0.963406222982456 -0.952536233859649 -0.945949804035088 -0.94456410754386 -0.955914005438597 -0.95538157877193 -0.926664297017544 -0.923108761578947 -0.955425138245614 -0.952088499473684 0.0500165946438597 -0.942981241111111 0.242935771692982 -0.965609076783626 0.025657225978655 -0.963347384853801 -0.00349826745672515 -0.945943346959064 -0.0656061945426901 -0.957201311345029 -0.95010025871345 -0.942527903099415 -0.962876507251462 -0.96527099128655 -0.939375044210526 -0.949937423976608
6 "WALKING" -0.166840713631579 -0.266734167368421 -0.166840713631579 -0.266734167368421 -0.195117026052632 -0.0706029648421053 -0.281207841122807 -0.36560291677193 -0.321290483140351 -0.364708342315789 -0.201386607649123 -0.421683093508772 -0.055401423331579 -0.0964999702982456 -0.329681123368421 -0.510648322631579 -0.366500534122807 -0.408078906482456 0.0521534277615789 -0.212216346521637 0.258853828497076 -0.966411163450292 0.0153620346959064 -0.233491086563743 -0.00535832843918129 -0.386954185087719 -0.0593599115385965 -0.255225200639181 -0.181890955178363 -0.26466755652848 -0.255918588708772 -0.256624660176023 -0.261534866246784 -0.453180598245614
6 "WALKING_DOWNSTAIRS" 0.333754731458333 0.373611914166667 0.333754731458333 0.373611914166667 0.10384507225 0.209502174375 0.0142677821595833 -0.0426276750979167 -0.0829366854166667 -0.111228416159583 0.395958034583333 0.1446227570625 0.243834258785417 0.15480886140625 -0.0143735434 -0.242353857320833 -0.132705384364583 -0.145733545496458 0.0500996872914583 0.141214122013264 0.237135101262083 -0.940787545069444 0.0347444985356944 0.0349992593722222 -0.0144202350367361 -0.160537738751389 -0.0465590266125 0.0130122965222222 0.130159029649306 0.0935344312638889 -0.00310958717013889 0.0136122851395278 0.0286297962923611 -0.265954384515972
6 "WALKING_UPSTAIRS" 0.0177790974433333 -0.0791508842176471 0.0177790974433333 -0.0791508842176471 -0.207379799254902 -0.169970363039216 -0.12912124415098 -0.199893710196078 -0.342895367921569 -0.440079851313725 -0.0819479396203922 -0.222161433666667 -0.169868234496078 -0.177734840922353 -0.230627015078431 -0.318173892545098 -0.45923633377451 -0.455937719019608 0.0396347926022222 -0.07145947214 0.184812912101961 -0.926165486797386 0.0244806728006536 -0.260843769668562 -0.0207384929561438 -0.273891268976471 -0.056217663177451 -0.281357401853856 -0.153506654190196 -0.0759613233353595 -0.305706326724837 -0.258490057421569 -0.163710999602614 -0.337954928196078
7 "LAYING" -0.936392023846154 -0.907039513153846 -0.936392023846154 -0.907039513153846 -0.980127239615385 -0.967310932307692 -0.915793634807692 -0.918662459038462 -0.983008829038462 -0.971205137884615 -0.927976880634615 -0.910542462919231 -0.968066259230769 -0.965359228076923 -0.941130719230769 -0.918892518653846 -0.974117912115385 -0.969403035384615 0.042791501924359 -0.938584881538462 0.266055950320513 -0.943891267916667 0.036262476116859 -0.975684660192308 0.00649597186019231 -0.953497882820513 -0.0696747218429487 -0.979730946025641 -0.951409948012821 -0.935806376410256 -0.974149891153846 -0.978173105192308 -0.956053355448718 -0.953650846858974
7 "SITTING" -0.918432107083333 -0.881957619770833 -0.918432107083333 -0.881957619770833 -0.976559676458333 -0.970243274166667 -0.897870535 -0.898063314375 -0.981665122291667 -0.976214430208333 -0.90895677625 -0.88691563825 -0.970954184166667 -0.9684948675 -0.933081955208333 -0.895804978125 -0.978634991458333 -0.97496593875 0.0491996879543056 -0.9128853381875 0.346733305290278 -0.923707077777778 0.03157957848 -0.974624415763889 -0.0191007570376389 -0.941005499444444 -0.0596388926416667 -0.978782797222222 -0.936287699513889 -0.907197404930556 -0.973321453888889 -0.976846839652778 -0.949243251666667 -0.940265720208333
7 "STANDING" -0.942724659245283 -0.933590156792453 -0.942724659245283 -0.933590156792453 -0.973381306226415 -0.968566356037736 -0.943425564528302 -0.918438958867924 -0.977377083018868 -0.97210793 -0.945611450377358 -0.93728796509434 -0.967417888301887 -0.969092161886792 -0.93870498490566 -0.919848139056604 -0.973671168679245 -0.971899418301887 0.0561238916698113 -0.939924220251572 0.263154755622642 -0.964413839119497 0.0237654951400629 -0.971424735849057 -0.00716245517918239 -0.948841803836478 -0.0619909096509434 -0.973662648616352 -0.952372045974843 -0.93733963427673 -0.970572607421384 -0.973371027924528 -0.950945121761006 -0.949349850125786
7 "WALKING" -0.0978090439438596 -0.198554708385965 -0.0978090439438596 -0.198554708385965 -0.192948900438596 -0.027557329277193 -0.305959351403509 -0.19828316695614 -0.300022779964912 -0.0953401161070176 -0.151243649578947 -0.351706780526316 -0.0384187298547368 -0.022138358 -0.192909765467895 -0.343894914947368 -0.155339855862632 -0.0841663774087719 0.0486756871538012 -0.0816246045152047 0.204207514855561 -0.967138399005848 0.029179560694152 -0.183419878454269 -0.00577085339847953 -0.376808452578947 -0.0726673706851228 -0.281368892990058 -0.122873866942865 -0.110813301081345 -0.204466352665205 -0.199752692078363 -0.279031803332749 -0.439248217976608
